"external_gene_name","hsapiens_homolog_associated_gene_name"
"C4BPA",""
"TEPSIN","TEPSIN"
"RNF7","RNF7"
"OR9S21",""
"ANK3","ANK3"
"HYKK","HYKK"
"CCDC92B","CCDC92B"
"","ADH6"
"SYNJ2BP","SYNJ2BP"
"","TRAV8-2"
"","TRAV8-6"
"","TRAV8-4"
"CRYBA2","CRYBA2"
"INSR","INSR"
"","CYP4F11"
"DEXI","DEXI"
"GRK7","GRK7"
"RAB11FIP4","RAB11FIP4"
"PSMA4","PSMA4"
"CAB39L","CAB39L"
"CENPT","CENPT"
"MIPEP","MIPEP"
"FRAT2",""
"","TRAV22"
"ATP1B3","ATP1B3"
"FRAT1","FRAT1"
"ADAM19","ADAM19"
"CCDC86","CCDC86"
"TAAR1","TAAR1"
"SYCP2","SYCP2"
"ANKRD22","ANKRD22"
"ICE2","ICE2"
"NHSL3","NHSL3"
"CIITA","CIITA"
"","TRAV18"
"STK11IP","STK11IP"
"NEU3","NEU3"
"STK24","STK24"
"U6","RNU6-1190P"
"KSR1","KSR1"
"STXBP5L","STXBP5L"
"NOSTRIN","NOSTRIN"
"PLCZ1","PLCZ1"
"U6","RNU6-879P"
"","COX7C"
"TCF15","TCF15"
"STAU1","STAU1"
"AKAP7","AKAP7"
"LIPM","LIPM"
"CCDC192","CCDC192"
"ETNK2","ETNK2"
"DCDC2C","DCDC2C"
"PLEKHG7","PLEKHG7"
"RALBP1","RALBP1"
"ANKRD40","ANKRD40"
"","ADAM21"
"ARRDC3","ARRDC3"
"MED6","MED6"
"RSPO4","RSPO4"
"SPCS2","SPCS2"
"LIPK","LIPK"
"","RPL15"
"PEX11G","PEX11G"
"","CAPZA3"
"CTXN3","CTXN3"
"TSR3","TSR3"
"FAM217B","FAM217B"
"CCDC121",""
"INO80D","INO80D"
"PPP4R1","PPP4R1"
"KCNH4","KCNH4"
"","RASA4"
"","RASA4B"
"ATP11B","ATP11B"
"CDADC1","CDADC1"
"MRPS28","MRPS28"
"WDR76","WDR76"
"","CLEC4M"
"NRN1L","NRN1L"
"CD7","SECTM1"
"LYSMD3","LYSMD3"
"","TRAV16"
"IPP","IPP"
"TPD52","TPD52"
"XRRA1","XRRA1"
"NUTF2","NUTF2"
"FAM98A","FAM98A"
"SHC2",""
"UNKL","UNKL"
"POLR3G",""
"EDC4","EDC4"
"CNPPD1","CNPPD1"
"C22H20orf173","C20orf173"
"SLC15A1","SLC15A1"
"PRRC1","PRRC1"
"NFATC2","NFATC2"
"PPP1R3D","PPP1R3D"
"RBBP4",""
"MBLAC2","MBLAC2"
"","OR5BS1"
"GPD1","GPD1"
"GOLT1A","GOLT1A"
"RAB5C","RAB5C"
"SCAF8","SCAF8"
"","ADAM20"
"CETN3","CETN3"
"U6","RNU6-810P"
"GRB10","GRB10"
"","SPAG11B"
"","SPAG11A"
"SLIT1","SLIT1"
"ERGIC3","ERGIC3"
"SCN8A","SCN8A"
"eca-mir-8914",""
"CSNK1D","CSNK1D"
"PSKH1","PSKH1"
"ALLC","ALLC"
"CDH26","CDH26"
"NIPAL4","NIPAL4"
"CIMAP1D","CIMAP1D"
"INAVA","INAVA"
"GFOD1","GFOD1"
"HSPB9","HSPB9"
"KLF15","KLF15"
"DEFB103A","DEFB103A"
"DEFB103A","DEFB103B"
"DCUN1D1","DCUN1D1"
"FBXO47","FBXO47"
"HSPA4","HSPA4"
"NKAIN2","NKAIN2"
"RASGRP3","RASGRP3"
"RPS7","RPS7"
"MLNR","MLNR"
"SLC6A6","SLC6A6"
"PSMB10","PSMB10"
"GK5","GK5"
"","MADCAM1"
"TMEM69","TMEM69"
"DLGAP2","DLGAP2"
"ADI1","ADI1"
"FNDC3A","FNDC3A"
"ATP9A","ATP9A"
"GPBP1L1","GPBP1L1"
"EEF1B2","EEF1B2"
"ADAM20","ADAM20"
"TLE6","TLE6"
"TRAPPC12","TRAPPC12"
"SPATA13","SPATA13"
"","SLC16A7"
"BPIFA2","BPIFA2"
"LCOR","LCOR"
"SCGB3A2","SCGB3A2"
"MCCC1","MCCC1"
"GNPTG","GNPTG"
"PRDX1","PRDX1"
"ALDH1L1","ALDH1L1"
"ELL3","ELL3"
"DOCK9","DOCK9"
"RAB31","RAB31"
"SLC12A4","SLC12A4"
"COBL","COBL"
"FER1L4",""
"TTC9","TTC9"
"TFAP2C","TFAP2C"
"IHH","IHH"
"LASP1","LASP1"
"MMACHC","MMACHC"
"RAP1GAP2","RAP1GAP2"
"MAP3K9","MAP3K9"
"SPC25","SPC25"
"POMP","POMP"
"ARSK","ARSK"
"SLC16A3","SLC16A3"
"CCDC163",""
"NDUFS1","NDUFS1"
"GREB1","GREB1"
"ZNF57","ZNF57"
"BAIAP3","BAIAP3"
"TPD52L1","TPD52L1"
"JAKMIP2","JAKMIP2"
"TTC27","TTC27"
"PDE6C","PDE6C"
"SGTA","SGTA"
"TFDP2","TFDP2"
"TXNDC2","TXNDC2"
"TVP23A","TVP23A"
"G6PC2","G6PC2"
"NHEJ1","NHEJ1"
"MUTYH","TESK2"
"VAPA","VAPA"
"CSMD1","CSMD1"
"SKIC3","SKIC3"
"PCNX1","PCNX1"
"SERINC4","SERINC4"
"H2BW1","H2BW2"
"H2BW1","H2BW1"
"RNF169","RNF169"
"","MS4A6E"
"","MS4A6A"
"OR4F80",""
"SYNC","SYNC"
"","H2BW2"
"","H2BW1"
"","IGHV7-81"
"","IGHV7-4-1"
"ZCCHC10","ZCCHC10"
"SLC46A3","SLC46A3"
"CYP26A1","CYP26A1"
"CHRDL2","CHRDL2"
"MC2R","MC2R"
"NR3C1","NR3C1"
"ABCB11","ABCB11"
"RPL23","RPL23"
"PRR23E",""
"UBE2I","UBE2I"
"MC5R","MC5R"
"RETREG2","RETREG2"
"SEMA7A","SEMA7A"
"SLC6A11","SLC6A11"
"RABL3","RABL3"
"DOK5","DOK5"
"RNMT","RNMT"
"NUBP1","NUBP1"
"NUP58","NUP58"
"FAIM2","FAIM2"
"ZBTB8A","ZBTB8A"
"PDIA3","PDIA3"
"HDDC2","HDDC2"
"SPMAP1","SPMAP1"
"","UPK3BL2"
"","UPK3BL1"
"GPRC5C","GPRC5C"
"LCAT","LCAT"
"THOP1","THOP1"
"","PRR20A"
"","PRR20C"
"","PRR20D"
"","PRR20E"
"","PRR20B"
"","PRR20G"
"CWC25","CWC25"
"TOE1","TOE1"
"TRH","TRH"
"SEC61G","SEC61G"
"DPEP3","DPEP3"
"ITM2A","ITM2A"
"","CHORDC1"
"MS4A15","MS4A15"
"","P2RX6"
"SPAG4","SPAG4"
"GTF2E1","GTF2E1"
"SSUH2","SSUH2"
"MUTYH","MUTYH"
"MCF2L2","MCF2L2"
"LRP2","LRP2"
"BTBD17","BTBD17"
"RHBDD2","RHBDD2"
"DLX4","DLX4"
"NCOA7","NCOA7"
"LDLRAD4","LDLRAD4"
"5_8S_rRNA","5_8S_rRNA"
"TEKT5","TEKT5"
"ATIC","ATIC"
"UBL7","UBL7"
"SNORA74","SNORA74C-1"
"SNORA74","SNORA74C-2"
"CNKSR3","CNKSR3"
"eca-mir-1905a",""
"ZBTB8B","ZBTB8B"
"GPR142","GPR142"
"DLX3","DLX3"
"EGFR","EGFR"
"MIR346","MIR346"
"SALL4","SALL4"
"","IL16"
"PIGZ",""
"ARHGAP26","ARHGAP26"
"CCR7","CCR7"
"KIF19","KIF19"
"ATP8A2","ATP8A2"
"ZFAND4","ZFAND4"
"CCL24","CCL24"
"KLK6","KLK6"
"","ANP32E"
"ZNF554","ZNF554"
"CCL26","CCL26"
"ZFP64",""
"NCOA4","NCOA4"
"CCDC33","CCDC33"
"TNS4","TNS4"
"ANKS3","ANKS3"
"POLD3",""
"CASTOR2","CASTOR2"
"FN1","FN1"
"RBM12","RBM12"
"SMARCB1","SMARCB1"
"SENP5","SENP5"
"CYSLTR2","CYSLTR2"
"CACNG7","CACNG7"
"XRN1","XRN1"
"B4GALT5","B4GALT5"
"SDK2","SDK2"
"OR9I18",""
"NLRP4","NLRP4"
"CMKLR2","CMKLR2"
"LANCL2","LANCL2"
"OR10Q1","OR10Q1"
"SIPA1L1","SIPA1L1"
"","CTSH"
"NUP210","NUP210"
"IGFBP4","IGFBP4"
"MMP11","MMP11"
"CATSPER2","CATSPER2"
"FAM210A","FAM210A"
"ARFGAP1","ARFGAP1"
"IPCEF1","IPCEF1"
"HEY2","HEY2"
"SPATA22","SPATA22"
"U6","RNU6-1311P"
"U6","RNU6-444P"
"OR1S1","OR1S1"
"OR1S1","OR1S2"
"TOP2A","TOP2A"
"U6","RNU6-1097P"
"","MT-ND4L"
"U6","RNU6-1112P"
"CHCHD10","CHCHD10"
"defb3",""
"ADGRD1","ADGRD1"
"STRA6","STRA6"
"MIR187","MIR187"
"HINT3","HINT3"
"TMEM106C","TMEM106C"
"NLRP13","NLRP13"
"GAD2","GAD2"
"","GCAT"
"CPNE1","CPNE1"
"CLDN4","CLDN4"
"ZSCAN30","ZSCAN30"
"OR9Q7P",""
"RCBTB2","RCBTB2"
"ZNF70","ZNF70"
"C10H6orf58","C6orf58"
"MORF4L1",""
"SECISBP2L","SECISBP2L"
"","SERPINE2"
"OR10Q13P",""
"SLC9A8","SLC9A8"
"NKX2-5","NKX2-5"
"ASPA","ASPA"
"FAM229A","FAM229A"
"ZDBF2","ZDBF2"
"SPINK5","SPINK5"
"BIRC6","BIRC6"
"ZNF556","ZNF556"
"PAK2","PAK2"
"OR10W5P",""
"MRPL44","MRPL44"
"HRH2","HRH2"
"OPRM1","OPRM1"
"C8H22orf15","C22orf15"
"KLF6","KLF6"
"FAM237A","FAM237A"
"DEFA20","DEFA1"
"DEFA20","DEFA5"
"DEFA20","DEFA3"
"DEFA20","DEFA1B"
"DEFA20","DEFA4"
"DEFA20","DEFA6"
"","MYO3A"
"TRIOBP","TRIOBP"
"TMCC1","TMCC1"
"OR1D3","OR1D2"
"DYTN","DYTN"
"BSDC1","BSDC1"
"NLRP5","NLRP5"
"DEFA1","DEFA1"
"DEFA1","DEFA5"
"DEFA1","DEFA3"
"DEFA1","DEFA1B"
"DEFA1","DEFA4"
"DEFA1","DEFA6"
"CDK1","CDK1"
"RSPO3","RSPO3"
"ISLR2","ISLR2"
"RAB3C","RAB3C"
"COL2A1","COL2A1"
"DEFA7","DEFA1"
"DEFA7","DEFA5"
"DEFA7","DEFA3"
"DEFA7","DEFA1B"
"DEFA7","DEFA4"
"DEFA7","DEFA6"
"ZNF555","ZNF555"
"WNT7A","WNT7A"
"VPREB3","VPREB3"
"CLDN3","CLDN3"
"CDC42EP4","CDC42EP4"
"LIPT2","LIPT2"
"SHC4","SHC4"
"GZMK","GZMK"
"OR2O2",""
"KCNE3","KCNE3"
"ABI2","ABI2"
"METTL27","METTL27"
"VOPP1","VOPP1"
"","OR1A1"
"","OR1A2"
"COL20A1","COL20A1"
"PIGX","PIGX"
"ACP4","ACP4"
"DEFA8","DEFA1"
"DEFA8","DEFA5"
"DEFA8","DEFA3"
"DEFA8","DEFA1B"
"DEFA8","DEFA4"
"DEFA8","DEFA6"
"VIP","VIP"
"OR5B163P",""
"LSM11","LSM11"
"ESM1","ESM1"
"PLXND1","PLXND1"
"PITRM1","PITRM1"
"","DEFA1"
"","DEFA5"
"","DEFA3"
"","DEFA1B"
"","DEFA4"
"","DEFA6"
"OR5B12","OR5B12"
"","IFNL1"
"COX4I2","COX4I2"
"HS2ST1","HS2ST1"
"PGM2L1","PGM2L1"
"HPDL","HPDL"
"DEFA36L","DEFA1"
"DEFA36L","DEFA5"
"DEFA36L","DEFA3"
"DEFA36L","DEFA1B"
"DEFA36L","DEFA4"
"DEFA36L","DEFA6"
"SPATA2","SPATA2"
"","SNORA78"
"","SNORA10B"
"","SNORA10"
"RGS6","RGS6"
"OR5B24P",""
"DEFA16","DEFA1"
"DEFA16","DEFA5"
"DEFA16","DEFA3"
"DEFA16","DEFA1B"
"DEFA16","DEFA4"
"DEFA16","DEFA6"
"SOX30","SOX30"
"SNORA64","SNORA64"
"RNF146","RNF146"
"SHISA2","SHISA2"
"THAP7","THAP7"
"","ZNF77"
"LPXN","LPXN"
"MTNAP1","MTNAP1"
"CEP19","CEP19"
"GSX1","GSX1"
"AFF4","AFF4"
"RB1","RB1"
"OR3A2E","OR3A2"
"SNORD60","SNORD60"
"GPR179","GPR179"
"SNAI1","SNAI1"
"DEFA22","DEFA1"
"DEFA22","DEFA5"
"DEFA22","DEFA3"
"DEFA22","DEFA1B"
"DEFA22","DEFA4"
"DEFA22","DEFA6"
"PDX1","PDX1"
"PML","PML"
"HIVEP3","HIVEP3"
"NRROS","NRROS"
"BCL2L1","BCL2L1"
"CDX2","CDX2"
"eca-mir-9141",""
"PEDS1","PEDS1"
"ITGA1","ITGA1"
"OR1A1IP",""
"EID1","EID1"
"MYCT1","MYCT1"
"eca-mir-9140",""
"PPL","PPL"
"OR3A2","OR3A2"
"MRPL45","MRPL45"
"SPTBN5","SPTBN5"
"URAD",""
"eca-mir-1842",""
"DEFB1","DEFB1"
"","GALR3"
"JMJD8","JMJD8"
"XKR5","XKR5"
"WDR53","WDR53"
"FAM81B","FAM81B"
"FLT3","FLT3"
"UBE2V1",""
"","PRPF8"
"SYNE1","SYNE1"
"TMEM270","TMEM270"
"EDN2","EDN2"
"CPSF4L","CPSF4L"
"H1-0","H1-0"
"LMO4","LMO4"
"GM2A","GM2A"
"TPX2","TPX2"
"RDH13","RDH13"
"ELN","ELN"
"LAMP3",""
"P4HA3","P4HA3"
"NPRL3","NPRL3"
"VCF1",""
"AGPAT5","AGPAT5"
"CEBPB","CEBPB"
"MCTP1","MCTP1"
"TSSK3","TSSK3"
"CMPK1","CMPK1"
"SYT3","SYT3"
"OR1R1P","OR1R1P"
"CYP26C1","CYP26C1"
"FBXO45","FBXO45"
"CLINT1","CLINT1"
"PI4KA","PI4KA"
"C5H1orf52","C1orf52"
"COG1","COG1"
"SMCO1","SMCO1"
"XAF1","XAF1"
"EYA2","EYA2"
"RNF168","RNF168"
"SFSWAP","SFSWAP"
"STOML1","STOML1"
"SLC4A3","SLC4A3"
"C10H19orf81","C19orf81"
"EXOC6","EXOC6"
"B3GNT5","B3GNT5"
"MARCKSL1","MARCKSL1"
"MCPH1","MCPH1"
"MYCL","MYCL"
"SYDE2","SYDE2"
"FBN3","FBN3"
"FBXO39","FBXO39"
"CXXC5","CXXC5"
"TM4SF19","TM4SF19"
"","ZNF75A"
"DPYSL3","DPYSL3"
"SLC41A3","SLC41A3"
"SHANK1","SHANK1"
"LPAR6","LPAR6"
"TAL1","TAL1"
"HDAC1","HDAC1"
"NF1","NF1"
"ITM2B","ITM2B"
"EIF4E1B","EIF4E1B"
"DNAI3","DNAI3"
"SNX18","SNX18"
"ECHDC1","ECHDC1"
"PAN3","PAN3"
"PLA2G4B","PLA2G4B"
"DYNLT2B","DYNLT2B"
"UBN1","UBN1"
"NPEPPS","NPEPPS"
"EDC3","EDC3"
"MCIDAS","MCIDAS"
"GDF9","GDF9"
"SSTR2","SSTR2"
"CYP4X1","CYP4X1"
"NOP58","NOP58"
"UBE2D2","UBE2D2"
"ENDOD1","ENDOD1"
"","UQCRQ"
"MMP17","MMP17"
"PECR","PECR"
"EIF4E1B","TSPAN17"
"B3GLCT","B3GLCT"
"HSPB3","HSPB3"
"","RNF115"
"MYLK2","MYLK2"
"CLK3","CLK3"
"PPME1","PPME1"
"CDC20B","CDC20B"
"ULK1","ULK1"
"SESN3","SESN3"
"CLEC11A","CLEC11A"
"ATR","ATR"
"RPL38","RPL38"
"LCK","LCK"
"SHROOM1","SHROOM1"
"","CYP4B1"
"ZFP91","ZFP91"
"KLHL6",""
"STK32A","STK32A"
"NUAK1","NUAK1"
"CLYBL","CLYBL"
"SOWAHA","SOWAHA"
"ARID3B","ARID3B"
"TMEM169","TMEM169"
"MSX2","MSX2"
"LMCD1","LMCD1"
"RBM28","RBM28"
"PCYT1A","PCYT1A"
"KCNC3","KCNC3"
"MCOLN3","MCOLN3"
"SEPTIN8","SEPTIN8"
"NEURL1B","NEURL1B"
"KLHL24","KLHL24"
"MTCL3","MTCL3"
"XRCC5","XRCC5"
"ANGPT4","ANGPT4"
"SLC25A48","SLC25A48"
"KATNAL1","KATNAL1"
"SFXN1","SFXN1"
"DHRS9","DHRS9"
"KIAA0408","KIAA0408"
"FAM110A","FAM110A"
"DPF3","DPF3"
"TPGS1","TPGS1"
"SLC39A11","SLC39A11"
"ARG1","ARG1"
"BBS5","BBS5"
"NAPSA","NAPSA"
"GABRB3","GABRB3"
"YEATS2","YEATS2"
"SAP18","SAP18"
"CDC34","CDC34"
"HDAC11","HDAC11"
"BMPR2","BMPR2"
"RPAP3","RPAP3"
"C2CD3","C2CD3"
"U6","RNU6-84P"
"U6","RNU6-376P"
"GPX8","GPX8"
"MCOLN2","MCOLN2"
"SKA3","SKA3"
"ESR1","ESR1"
"KPNB1","KPNB1"
"GAS2L3","GAS2L3"
"ZMYND8","ZMYND8"
"IL9","IL9"
"CCNI2","CCNI2"
"NR1H2","NR1H2"
"SLC51A","SLC51A"
"GZMA","GZMA"
"PPP2R2B","PPP2R2B"
"TRPC7","TRPC7"
"","C12orf75"
"PRDM6","PRDM6"
"MRPL57","MRPL57"
"MAPKBP1","MAPKBP1"
"GABRA5","GABRA5"
"MED23","MED23"
"LIMK1","LIMK1"
"SNORA50A","SNORA50A"
"BSG","BSG"
"U6","RNU6-9"
"DRD1","DRD1"
"U3",""
"ZDHHC20","ZDHHC20"
"U6","RNU6-1110P"
"U6","RNU6-269P"
"FAM167B","FAM167B"
"SPIB","SPIB"
"ADGRL4","ADGRL4"
"FBLN2","FBLN2"
"PUS1","PUS1"
"SNX24","SNX24"
"MYRF","MYRF"
"LATH",""
"GABRG3","GABRG3"
"SNORA46","SNORA46"
"ACTBL2","ACTBL2"
"MARCHF4","MARCHF4"
"U6","RNU6-480P"
"HCN2","HCN2"
"FASTKD1","FASTKD1"
"ST6GALNAC1","ST6GALNAC1"
"GFPT2","GFPT2"
"U6","RNU6-294P"
"TMEM234","TMEM234"
"GPBP1","GPBP1"
"U2","RNU2-51P"
"ZIC2","ZIC2"
"POLD1","POLD1"
"EP400","EP400"
"TNKS2","TNKS2"
"eca-mir-328",""
"SMARCAL1","SMARCAL1"
"eca-mir-9075",""
"CCDC170","CCDC170"
"C13H16orf96","C16orf96"
"POLRMT","POLRMT"
"eca-mir-149",""
"COQ9","COQ9"
"SEC22A","SEC22A"
"FAM117B","FAM117B"
"eca-mir-8979",""
"MAPKAPK3","MAPKAPK3"
"eca-mir-8975",""
"H1-8","H1-8"
"SMAD5","SMAD5"
"DCAF4","DCAF4"
"DCAF4","DCAF4L2"
"PLS1","PLS1"
"CHRNA4","CHRNA4"
"","BPIFA1"
"CHCHD3","CHCHD3"
"GAPT","GAPT"
"TRPM8","TRPM8"
"CYGB","CYGB"
"MAPK9","MAPK9"
"C28H12orf42","C12orf42"
"KCNQ2","KCNQ2"
"TXLNA","TXLNA"
"ICA1L","ICA1L"
"BPIFA1","BPIFA1"
"GRM7","GRM7"
"ARHGAP23","ARHGAP23"
"SLF1","SLF1"
"CKAP4","CKAP4"
"MAP6D1","MAP6D1"
"PCCA","PCCA"
"D2HGDH","D2HGDH"
"TCP11L2","TCP11L2"
"TGFBI","TGFBI"
"PPIG","PPIG"
"","HTR3D"
"BCL10","BCL10"
"PPIC","PPIC"
"KPNA6","KPNA6"
"ELK3","ELK3"
"CLDN18","CLDN18"
"","TCEAL8"
"eca-mir-9154",""
"ARMT1","ARMT1"
"MICU2","MICU2"
"RNF144A","RNF144A"
"PDIA5","PDIA5"
"ST6GALNAC2","ST6GALNAC2"
"SMPD3","SMPD3"
"STOML3","STOML3"
"RMND1","RMND1"
"GLYR1","GLYR1"
"ADARB2","ADARB2"
"PLK2","PLK2"
"PASK","PASK"
"ADGRL2","ADGRL2"
"FGF22","FGF22"
"ZFYVE1","ZFYVE1"
"DZIP1L","DZIP1L"
"CFAP210","CFAP210"
"RNF126","RNF126"
"SNX2","SNX2"
"CYB5B","CYB5B"
"NHLRC3","NHLRC3"
"HTR4","HTR4"
"CISH","CISH"
"COLEC11","COLEC11"
"WDR37","WDR37"
"LEP","LEP"
"","BPIFB1"
"GTF2I","GTF2I"
"TMEM191C","TMEM191C"
"TMEM191C","TMEM191B"
"FGF9","FGF9"
"RPL37A","RPL37A"
"HTR3E","HTR3E"
"ALAS1","ALAS1"
"SEC14L1","SEC14L1"
"ZDHHC1","ZDHHC1"
"PLXNA4","PLXNA4"
"PHOSPHO2","PHOSPHO2"
"TPRA1","TPRA1"
"SOX14","SOX14"
"RNASEH1","RNASEH1"
"EMC10","EMC10"
"SEMA5B","SEMA5B"
"LECT2","LECT2"
"CDK17","CDK17"
"RBM25","RBM25"
"FOXL2","FOXL2"
"IGFBP2","IGFBP2"
"MTUS2","MTUS2"
"HAUS2","HAUS2"
"EVI2A","EVI2A"
"CCDC195","CCDC195"
"TMEM39B","TMEM39B"
"SERPIND1","SERPIND1"
"EEF1A2","EEF1A2"
"SNAP23","SNAP23"
"","TMCC3"
"HIC2","HIC2"
"ANGPT2","ANGPT2"
"EIF2B5","EIF2B5"
"FSTL3","FSTL3"
"AP1S3","AP1S3"
"FBXL21",""
"FLT4","FLT4"
"MYBPC2","MYBPC2"
"LRRC70","LRRC70"
"","RIMBP3B"
"","RIMBP3"
"","RIMBP3C"
"KIF20B","KIF20B"
"IPO11","IPO11"
"","UBE2L3"
"","UBE2L5"
"NOC4L","NOC4L"
"ADA2","ADA2"
"IGFBP5","IGFBP5"
"CA10","CA10"
"POC1A","POC1A"
"YDJC","YDJC"
"PYY","PYY"
"PTK6","PTK6"
"WDR12","WDR12"
"ZBTB2","ZBTB2"
"KLHL23","KLHL23"
"PCBD2","CATSPER3"
"EVI2B","EVI2B"
"PPY","PPY"
"GFOD2","GFOD2"
"TNP1","TNP1"
"SPATA4","SPATA4"
"PROSER1","PROSER1"
"DNPEP","DNPEP"
"CCDC116","CCDC116"
"IDI1","IDI1"
"FBXO38","FBXO38"
"KHDRBS1","KHDRBS1"
"","COPS4"
"ATPAF1","ATPAF1"
"WDR17","WDR17"
"MPP2","MPP2"
"SDF2L1","SDF2L1"
"WSB1","WSB1"
"SSB","SSB"
"SLC7A1","SLC7A1"
"SEPTIN12","SEPTIN12"
"EEF1G","EEF1G"
"LRRC57","LRRC57"
"ENPP3","ENPP3"
"SNX9","SNX9"
"SRMS","SRMS"
"GTPBP4","GTPBP4"
"DDX51","DDX51"
"ATP2B2","ATP2B2"
"CHSY3","CHSY3"
"NBEAL1","NBEAL1"
"UBL3","UBL3"
"SLC49A4","SLC49A4"
"NLRC4","NLRC4"
"FNDC11","FNDC11"
"RAPGEF3","RAPGEF3"
"KIAA0825","KIAA0825"
"PTP4A2","PTP4A2"
"ZNF106","ZNF106"
"ATP12A","ATP12A"
"TUT1","TUT1"
"KIF3A","KIF3A"
"SPIC","SPIC"
"LRRC3C","LRRC3C"
"KIF2B","KIF2B"
"PTPN2","PTPN2"
"","PRCD"
"ENPP1","ENPP1"
"PSEN1","PSEN1"
"FLNB","FLNB"
"HELZ2","HELZ2"
"UCP3","UCP3"
"","BPIFA3"
"TOM1L1","TOM1L1"
"MYBPC1","MYBPC1"
"SEPTIN9","SEPTIN9"
"U6","RNU6-616P"
"DNAJB13","DNAJB13"
"EXOC4","EXOC4"
"CNOT6","CNOT6"
"RNF17","RNF17"
"U6","RNU6-951P"
"FEN1","FEN1"
"DNAAF8","DNAAF8"
"U4","RNU4-30P"
"U4","RNU4-48P"
"SLC13A5","SLC13A5"
"HSPBAP1","HSPBAP1"
"COG6","COG6"
"EFCAB14","EFCAB14"
"","GARIN5A"
"LARP4B","LARP4B"
"SPOCD1","SPOCD1"
"ALDH1A2","ALDH1A2"
"ASPDH","ASPDH"
"PANK1","PANK1"
"MTA2","EML3"
"METTL5","METTL5"
"PAPLN","PAPLN"
"U4","RNU4-34P"
"","ARL17A"
"","ARL17B"
"eca-mir-9058a",""
"CEP76","CEP76"
"SH3GLB1","SH3GLB1"
"PRKG1","PRKG1"
"PRSS57","PRSS57"
"SLC16A12","SLC16A12"
"JOSD2","JOSD2"
"COX11","COX11"
"TMEM18","TMEM18"
"C17orf100","C17orf100"
"TEX38","TEX38"
"FADS1","FADS1"
"DNAAF4","DNAAF4"
"SOX9","SOX9"
"NCF1","NCF1"
"PID1","PID1"
"B4GALT7","B4GALT7"
"PARP14","PARP14"
"APCDD1L","APCDD1L"
"PALM","PALM"
"PRELID3A","PRELID3A"
"GPM6A","GPM6A"
"NSF","NSF"
"ADGRB2","ADGRB2"
"ENDOU","ENDOU"
"TXNDC17","TXNDC17"
"CCDC40","CCDC40"
"STXBP4","STXBP4"
"SPINK9","SPINK9"
"DES","DES"
"TAF4","TAF4"
"UCP2","UCP2"
"LRRC4B","LRRC4B"
"CHCHD6","CHCHD6"
"SPINK7","SPINK7"
"KIAA0753","KIAA0753"
"KLK13","KLK13"
"","IFIT5"
"ROM1","ROM1"
"","GTF2IRD2"
"","GTF2IRD2B"
"ADAM10","ADAM10"
"FAM110C","FAM110C"
"FBRSL1","FBRSL1"
"B3GAT3","B3GAT3"
"","SPINK13"
"","DEFB130A"
"","DEFB130B"
"CACNG8","CACNG8"
"FAM124B","FAM124B"
"GGACT","GGACT"
"FADS2","FADS2"
"TMED9","TMED9"
"UBR3","UBR3"
"COA4",""
"","IFIT1"
"TBC1D16","TBC1D16"
"","CLCA4"
"CUL3","CUL3"
"CACNG6","CACNG6"
"","DEFB108C"
"","DEFB108B"
"IL4","IL4"
"PFKP","PFKP"
"ZDHHC14","ZDHHC14"
"","BOD1"
"","BOD1L2"
"CENPJ","CPAP"
"MISP","MISP"
"MYO5A","MYO5A"
"SRGAP3","SRGAP3"
"SNTA1","SNTA1"
"","FAM90A26"
"","FAM90A16"
"","FAM90A17"
"","FAM90A8"
"","FAM90A20"
"","FAM90A24"
"","FAM90A13"
"","FAM90A12"
"","FAM90A11"
"","FAM90A9"
"","FAM90A14"
"","FAM90A22"
"","FAM90A10"
"","FAM90A18"
"","FAM90A1"
"","FAM90A15"
"","FAM90A3"
"","FAM90A7"
"","FAM90A5"
"","FAM90A23"
"","FAM90A19"
"PARP15","PARP15"
"","TARM1"
"MED31","MED31"
"PLPPR3","PLPPR3"
"STC2","STC2"
"IL13","IL13"
"SNTA1","CDK5RAP1"
"PARP4","PARP4"
"PTBP1","PTBP1"
"RAD50","RAD50"
"SPEG","SPEG"
"","CXCL14"
"","NUDT16L1"
"FAM90A1","FAM90A26"
"FAM90A1","FAM90A16"
"FAM90A1","FAM90A17"
"FAM90A1","FAM90A8"
"FAM90A1","FAM90A20"
"FAM90A1","FAM90A24"
"FAM90A1","FAM90A13"
"FAM90A1","FAM90A12"
"FAM90A1","FAM90A11"
"FAM90A1","FAM90A9"
"FAM90A1","FAM90A14"
"FAM90A1","FAM90A22"
"FAM90A1","FAM90A10"
"FAM90A1","FAM90A18"
"FAM90A1","FAM90A1"
"FAM90A1","FAM90A15"
"FAM90A1","FAM90A3"
"FAM90A1","FAM90A7"
"FAM90A1","FAM90A5"
"FAM90A1","FAM90A23"
"FAM90A1","FAM90A19"
"NARF","NARF"
"SLC48A1","SLC48A1"
"","ENPP3"
"LRGUK","LRGUK"
"CAPN3","CAPN3"
"PITPNM3","PITPNM3"
"NUMB","NUMB"
"CLCA1","CLCA1"
"MYO3B","MYO3B"
"HDAC7","HDAC7"
"ALKAL2","ALKAL2"
"DEFB124","DEFB124"
"TMTC4","TMTC4"
"PAAF1","PAAF1"
"NEUROG1","NEUROG1"
"DOCK10","DOCK10"
"CLCA2","CLCA2"
"DTX3L","DTX3L"
"ARB2A","ARB2A"
