horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
HERC2,100050955,8924.0,HERC2,OK
HERC3,100053167,8916.0,HERC3,OK
HERC4,100062999,26091.0,HERC4,OK
HERC5,100063774,51191.0,HERC5,OK
HERC6,100063706,55008.0,HERC6,OK
HERPUD1,100062120,9709.0,HERPUD1,OK
HERPUD2,100055464,64224.0,HERPUD2,OK
HES1,100069015,3280.0,HES1,OK
HES2,100059540,54626.0,HES2,OK
HES3,100147590,390992.0,HES3,OK
HES4,111772485,57801.0,HES4,OK
HES5,111770249,388585.0,HES5,OK
HES6,111773874,55502.0,HES6,OK
HES7,100062391,84667.0,HES7,OK
HESX1,100050967,8820.0,HESX1,OK
HEXA,100063584,3073.0,HEXA,OK
HEXB,100073289,3074.0,HEXB,OK
HEXD,100056795,284004.0,HEXD,OK
HEXIM1,100050208,10614.0,HEXIM1,OK
HEXIM2,100064083,124790.0,HEXIM2,OK
HEY1,100058549,23462.0,HEY1,OK
HEY2,100073020,23493.0,HEY2,OK
HEYL,100068636,26508.0,HEYL,OK
HFE,100053350,3077.0,HFE,OK
HFM1,100051719,164045.0,HFM1,OK
HGD,100060993,3081.0,HGD,OK
HGF,100049848,3082.0,HGF,OK
HGFAC,100146688,3083.0,HGFAC,OK
HGH1,100065139,51236.0,HGH1,OK
HGS,100055613,9146.0,HGS,OK
HGSNAT,100053359,138050.0,HGSNAT,OK
HHAT,100055589,55733.0,HHAT,OK
HHEX,100071280,3087.0,HHEX,OK
HHIP,100062868,64399.0,HHIP,OK
HHIPL1,100051205,84439.0,HHIPL1,OK
HHIPL2,100055380,79802.0,HHIPL2,OK
HHLA1,102150365,10086.0,HHLA1,OK
HHLA2,102149870,11148.0,HHLA2,OK
HIBADH,100054707,11112.0,HIBADH,OK
HIBCH,100069399,26275.0,HIBCH,OK
HIC1,102150417,3090.0,HIC1,OK
HIC2,100051007,23119.0,HIC2,OK
HID1,100060208,283987.0,HID1,OK
HIF1A,100061166,3091.0,HIF1A,OK
HIF1AN,100070337,55662.0,HIF1AN,OK
HIF3A,100071095,64344.0,HIF3A,OK
HIGD1A,100629311,25994.0,HIGD1A,OK
HIGD1B,100050651,51751.0,HIGD1B,OK
HIGD1C,111773981,613227.0,HIGD1C,OK
HIGD2A,100068903,192286.0,HIGD2A,OK
HIKESHI,100050619,51501.0,HIKESHI,OK
HILPDA,102150776,29923.0,HILPDA,OK
HINFP,100063343,25988.0,HINFP,OK
HINT1,100072940,3094.0,HINT1,OK
HINT2,106782580,84681.0,HINT2,OK
HINT3,100073021,135114.0,HINT3,OK
HIP1,100061280,3092.0,HIP1,OK
HIP1R,100060573,9026.0,HIP1R,OK
HIPK1,100059354,204851.0,HIPK1,OK
HIPK2,100064748,28996.0,HIPK2,OK
HIPK3,106781398,10114.0,HIPK3,OK
HIPK4,100068062,147746.0,HIPK4,OK
HIRA,100052845,7290.0,HIRA,OK
HIRIP3,100064047,8479.0,HIRIP3,OK
HIVEP1,100064320,3096.0,HIVEP1,OK
HIVEP2,100067364,3097.0,HIVEP2,OK
HIVEP3,100067790,59269.0,HIVEP3,OK
HJURP,100065398,55355.0,HJURP,OK
HJV,111773537,148738.0,HJV,OK
HK1,100072687,3098.0,HK1,OK
HK2,100009677,3099.0,HK2,OK
HK3,100068725,3101.0,HK3,OK
HKDC1,100072686,80201.0,HKDC1,OK
HLCS,100061132,3141.0,HLCS,OK
HLF,100070549,3131.0,HLF,OK
HLTF,100058775,6596.0,HLTF,OK
HLX,100054295,3142.0,HLX,OK
HM13,100053502,81502.0,HM13,OK
HMBOX1,100054823,79618.0,HMBOX1,OK
HMBS,100071339,3145.0,HMBS,OK
HMCN1,100052277,83872.0,HMCN1,OK
HMCN2,100069798,256158.0,HMCN2,OK
HMG20A,100061369,10363.0,HMG20A,OK
HMG20B,111774173,10362.0,HMG20B,OK
HMGA1,100629238,3159.0,HMGA1,OK
HMGA2,102149270,8091.0,HMGA2,OK
HMGB1,100033873,3146.0,HMGB1,OK
HMGB2,100061162,3148.0,HMGB2,OK
HMGB3,100069284,3149.0,HMGB3,OK
HMGB4,102148624,127540.0,HMGB4,OK
HMGCL,100057686,3155.0,HMGCL,OK
HMGCLL1,100069697,54511.0,HMGCLL1,OK
HMGCR,100065577,3156.0,HMGCR,OK
HMGCS1,100065037,3157.0,HMGCS1,OK
HMGCS2,100059971,3158.0,HMGCS2,OK
HMGN1,100629274,3150.0,HMGN1,OK
HMGN2,100629964,3151.0,HMGN2,OK
HMGN3,100069315,9324.0,HMGN3,OK
HMGN4,100053619,10473.0,HMGN4,OK
HMGXB3,100071672,22993.0,HMGXB3,OK
HMGXB4,100054243,10042.0,HMGXB4,OK
HMMR,100070798,3161.0,HMMR,OK
HMOX1,100069058,3162.0,HMOX1,OK
HMOX2,100066114,3163.0,HMOX2,OK
HMX1,111772981,3166.0,HMX1,OK
HMX2,100057855,3167.0,HMX2,OK
HMX3,100057903,340784.0,HMX3,OK
HNF1A,100049993,6927.0,HNF1A,OK
HNF1B,100057769,6928.0,HNF1B,OK
HNF4A,100056007,3172.0,HNF4A,OK
HNF4G,100050783,3174.0,HNF4G,OK
HNMT,100051119,3176.0,HNMT,OK
HNRNPA0,111767805,10949.0,HNRNPA0,OK
HNRNPA1,100034153,3178.0,HNRNPA1,OK
HNRNPA2B1,100068539,3181.0,HNRNPA2B1,OK
HNRNPA3,100066794,220988.0,HNRNPA3,OK
HNRNPAB,111767711,3182.0,HNRNPAB,OK
HNRNPC,100059269,3183.0,HNRNPC,OK
HNRNPD,100060733,3184.0,HNRNPD,OK
HNRNPDL,100034002,9987.0,HNRNPDL,OK
HNRNPF,100050002,3185.0,HNRNPF,OK
HNRNPH1,100067495,3187.0,HNRNPH1,OK
HNRNPH2,100057665,3188.0,HNRNPH2,OK
HNRNPH3,100063127,3189.0,HNRNPH3,OK
HNRNPK,100052735,3190.0,HNRNPK,OK
HNRNPL,100066483,3191.0,HNRNPL,OK
HNRNPLL,100054138,92906.0,HNRNPLL,OK
HNRNPM,100057979,4670.0,HNRNPM,OK
HNRNPR,100071619,10236.0,HNRNPR,OK
HNRNPU,100062482,3192.0,HNRNPU,OK
HNRNPUL1,100064935,11100.0,HNRNPUL1,OK
HNRNPUL2,102150678,221092.0,HNRNPUL2,OK
HOATZ,100629185,399949.0,HOATZ,OK
HOGA1,100070689,112817.0,HOGA1,OK
HOMER1,100065415,9456.0,HOMER1,OK
HOMER2,100068333,9455.0,HOMER2,OK
HOMER3,100146769,9454.0,HOMER3,OK
HOMEZ,100055733,57594.0,HOMEZ,OK
HOOK1,100067325,51361.0,HOOK1,OK
HOOK2,100063380,29911.0,HOOK2,OK
HOOK3,100053799,84376.0,HOOK3,OK
HOPX,100058285,84525.0,HOPX,OK
HORMAD1,100054899,84072.0,HORMAD1,OK
HORMAD2,100058792,150280.0,HORMAD2,OK
HOXA1,100068884,3198.0,HOXA1,OK
HOXA10,100054661,3206.0,HOXA10,OK
HOXA11,100629946,3207.0,HOXA11,OK
HOXA13,106783080,3209.0,HOXA13,OK
HOXA2,100054296,3199.0,HOXA2,OK
HOXA3,100054344,3200.0,HOXA3,OK
HOXA4,111773201,3201.0,HOXA4,OK
HOXA5,100054486,3202.0,HOXA5,OK
HOXA6,100054438,3203.0,HOXA6,OK
HOXA7,100054532,3204.0,HOXA7,OK
HOXA9,100629587,3205.0,HOXA9,OK
HOXB1,100069386,3211.0,HOXB1,OK
HOXB13,100055745,10481.0,HOXB13,OK
HOXB2,100146636,3212.0,HOXB2,OK
HOXB3,100069398,3213.0,HOXB3,OK
HOXB5,100055656,3215.0,HOXB5,OK
HOXB6,100055701,3216.0,HOXB6,OK
HOXB7,100146931,3217.0,HOXB7,OK
HOXB8,106782707,3218.0,HOXB8,OK
HOXB9,111775660,3219.0,HOXB9,OK
HOXC10,100629826,3226.0,HOXC10,OK
HOXC11,100062371,3227.0,HOXC11,OK
HOXC12,100064326,3228.0,HOXC12,OK
HOXC13,100062304,3229.0,HOXC13,OK
HOXC4,100064443,3221.0,HOXC4,OK
HOXC5,100064385,3222.0,HOXC5,OK
HOXC6,100629890,3223.0,HOXC6,OK
HOXC8,111773993,3224.0,HOXC8,OK
HOXC9,100629421,3225.0,HOXC9,OK
HOXD1,100066405,3231.0,HOXD1,OK
HOXD10,100066123,3236.0,HOXD10,OK
HOXD11,111768747,3237.0,HOXD11,OK
HOXD12,100053445,3238.0,HOXD12,OK
HOXD13,100146425,3239.0,HOXD13,OK
HOXD3,100053542,3232.0,HOXD3,OK
HOXD4,102149632,,,NO_ORTHOLOG
HOXD8,100629949,3234.0,HOXD8,OK
HOXD9,100053496,3235.0,HOXD9,OK
HP1BP3,100058320,50809.0,HP1BP3,OK
HPCA,102147604,3208.0,HPCA,OK
HPCAL1,100057077,3241.0,HPCAL1,OK
HPCAL4,100054144,51440.0,HPCAL4,OK
HPD,100059853,3242.0,HPD,OK
HPDL,100065467,84842.0,HPDL,OK
HPF1,100061259,54969.0,HPF1,OK
HPGD,100009687,3248.0,HPGD,OK
HPGDS,100053460,27306.0,HPGDS,OK
HPN,100058873,3249.0,HPN,OK
HPRT1,100034149,3251.0,HPRT1,OK
HPS1,100070620,3257.0,HPS1,OK
HPS3,100058614,84343.0,HPS3,OK
HPS4,100059474,89781.0,HPS4,OK
HPS5,100071855,11234.0,HPS5,OK
HPS6,100070056,79803.0,HPS6,OK
HPSE,100061267,10855.0,HPSE,OK
HPSE2,100070602,60495.0,HPSE2,OK
HPX,100055123,3263.0,HPX,OK
HR,100053727,55806.0,HR,OK
HRAS,100055481,3265.0,HRAS,OK
HRC,100049576,3270.0,HRC,OK
HRCT1,100630085,646962.0,HRCT1,OK
HRG,100068112,3273.0,HRG,OK
HRH1,100034110,3269.0,HRH1,OK
HRH2,102149608,3274.0,HRH2,OK
HRH3,100058016,11255.0,HRH3,OK
HRH4,100034111,59340.0,HRH4,OK
HRK,100629981,8739.0,HRK,OK
HROB,100064832,78995.0,HROB,OK
HS1BP3,100071861,64342.0,HS1BP3,OK
HS2ST1,100063266,9653.0,HS2ST1,OK
HS3ST1,100056091,9957.0,HS3ST1,OK
HS3ST2,100068342,9956.0,HS3ST2,OK
HS3ST3A1,100073112,9955.0,HS3ST3A1,OK
HS3ST3B1,100063069,9953.0,HS3ST3B1,OK
HS3ST5,100066938,222537.0,HS3ST5,OK
HS3ST6,100146640,64711.0,HS3ST6,OK
HS6ST1,100068973,9394.0,HS6ST1,OK
HS6ST2,100054266,90161.0,HS6ST2,OK
HS6ST3,100146646,266722.0,HS6ST3,OK
HSBP1,100055805,3281.0,HSBP1,OK
HSBP1L1,102150197,440498.0,HSBP1L1,OK
HSCB,100059252,150274.0,HSCB,OK
HSD11B1,100056429,3290.0,HSD11B1,OK
HSD11B1L,100147231,374875.0,HSD11B1L,OK
HSD11B2,100034124,3291.0,HSD11B2,OK
HSD17B1,100036556,3292.0,HSD17B1,OK
HSD17B10,100060335,3028.0,HSD17B10,OK
HSD17B11,100052823,51170.0,HSD17B11,OK
HSD17B12,100050075,51144.0,HSD17B12,OK
HSD17B13,100052769,345275.0,HSD17B13,OK
HSD17B14,100051311,51171.0,HSD17B14,OK
HSD17B2,100146214,3294.0,HSD17B2,OK
HSD17B3,100062795,3293.0,HSD17B3,OK
HSD17B4,100034046,3295.0,HSD17B4,OK
HSD17B6,100052840,,,NO_ORTHOLOG
HSD17B7,100059061,51478.0,HSD17B7,OK
HSD17B8,100061414,7923.0,HSD17B8,OK
HSD3B2,100034078,3284.0,HSD3B2,OK
HSD3B7,100063491,80270.0,HSD3B7,OK
HSDL1,100055931,83693.0,HSDL1,OK
HSDL2,100057249,84263.0,HSDL2,OK
HSF1,100063350,3297.0,HSF1,OK
HSF2,100034128,3298.0,HSF2,OK
HSF2BP,100051062,11077.0,HSF2BP,OK
HSF4,100052978,3299.0,HSF4,OK
HSF5,100070932,124535.0,HSF5,OK
HSH2D,100069789,84941.0,HSH2D,OK
HSP90AA1,100033837,3320.0,HSP90AA1,OK
HSP90AB1,100034150,3326.0,HSP90AB1,OK
HSP90B1,100033933,7184.0,HSP90B1,OK
HSPA12A,100067692,259217.0,HSPA12A,OK
HSPA12B,100066324,116835.0,HSPA12B,OK
HSPA13,100054291,6782.0,HSPA13,OK
HSPA14,100056381,51182.0,HSPA14,OK
HSPA1B,100050827,3304.0,HSPA1B,OK
HSPA1L,100050904,3305.0,HSPA1L,OK
HSPA2,100629616,3306.0,HSPA2,OK
HSPA4,100072809,3308.0,HSPA4,OK
HSPA4L,100063623,22824.0,HSPA4L,OK
HSPA5,100067235,3309.0,HSPA5,OK
HSPA6,100051595,3310.0,HSPA6,OK
HSPA8,100009679,3312.0,HSPA8,OK
HSPA9,100034032,3313.0,HSPA9,OK
HSPB1,100059763,3315.0,HSPB1,OK
HSPB2,100061956,3316.0,HSPB2,OK
HSPB3,100052250,8988.0,HSPB3,OK
HSPB6,100146605,126393.0,HSPB6,OK
HSPB7,100053742,27129.0,HSPB7,OK
HSPB8,100050779,26353.0,HSPB8,OK
HSPB9,100066284,94086.0,HSPB9,OK
HSPBAP1,100070550,79663.0,HSPBAP1,OK
HSPBP1,100050496,23640.0,HSPBP1,OK
HSPD1,100055147,3329.0,HSPD1,OK
HSPG2,100071701,3339.0,HSPG2,OK
HSPH1,100062150,10808.0,HSPH1,OK
HTATIP2,100057340,10553.0,HTATIP2,OK
HTATSF1,100054669,27336.0,HTATSF1,OK
HTD2,111768318,109703458.0,HTD2,OK
HTR1A,100009683,3350.0,HTR1A,OK
HTR1B,100009680,3351.0,HTR1B,OK
HTR1D,100071630,3352.0,HTR1D,OK
HTR1E,100065574,3354.0,HTR1E,OK
HTR1F,100054385,3355.0,HTR1F,OK
HTR2A,100009685,3356.0,HTR2A,OK
HTR2B,100057052,3357.0,HTR2B,OK
HTR2C,100057852,3358.0,HTR2C,OK
HTR3A,100009690,3359.0,HTR3A,OK
HTR3B,100070774,9177.0,HTR3B,OK
HTR4,100034053,3360.0,HTR4,OK
HTR5A,100063709,3361.0,HTR5A,OK
HTR6,100058656,3362.0,HTR6,OK
HTR7,100009688,3363.0,HTR7,OK
HTRA1,100064570,5654.0,HTRA1,OK
HTRA2,100053688,27429.0,HTRA2,OK
HTRA3,100070406,94031.0,HTRA3,OK
HTRA4,100058701,203100.0,HTRA4,OK
HTT,100053721,3064.0,HTT,OK
HUNK,100064062,30811.0,HUNK,OK
HUS1,100066083,3364.0,HUS1,OK
HUWE1,100060375,10075.0,HUWE1,OK
HVCN1,100051653,84329.0,HVCN1,OK
HYAL2,100061845,8692.0,HYAL2,OK
HYAL3,100061939,8372.0,HYAL3,OK
HYAL4,100056514,23553.0,HYAL4,OK
HYCC1,100053610,84668.0,HYCC1,OK
HYCC2,100067910,285172.0,HYCC2,OK
HYDIN,102150351,54768.0,HYDIN,OK
HYI,100066491,81888.0,HYI,OK
HYKK,100060343,123688.0,HYKK,OK
HYLS1,100064444,219844.0,HYLS1,OK
HYOU1,100071323,10525.0,HYOU1,OK
HYPK,100056156,25764.0,HYPK,OK
IAH1,100072500,285148.0,IAH1,OK
IAPP,100629466,3375.0,IAPP,OK
IARS1,100054721,3376.0,IARS1,OK
IARS2,100049915,55699.0,IARS2,OK
IBA57,102150462,200205.0,IBA57,OK
IBSP,100052979,3381.0,IBSP,OK
IBTK,100065330,25998.0,IBTK,OK
ICA1,100052438,3382.0,ICA1,OK
ICA1L,100067369,130026.0,ICA1L,OK
ICAM1,100058207,3383.0,ICAM1,OK
ICAM2,100064400,3384.0,ICAM2,OK
ICAM3,100058074,3385.0,ICAM3,OK
ICAM4,100055305,3386.0,ICAM4,OK
ICAM5,100146897,7087.0,ICAM5,OK
ICE1,100071527,23379.0,ICE1,OK
ICE2,100054271,79664.0,ICE2,OK
ICMT,100059680,23463.0,ICMT,OK
ICOS,100067953,29851.0,ICOS,OK
ICOSLG,100057048,23308.0,ICOSLG,OK
ID1,100068419,3397.0,ID1,OK
ID2,100057240,3398.0,ID2,OK
ID3,100071592,3399.0,ID3,OK
ID4,100066589,3400.0,ID4,OK
IDE,100071303,3416.0,IDE,OK
IDH1,100066416,3417.0,IDH1,OK
IDH2,100069086,3418.0,IDH2,OK
IDH3A,100060114,3419.0,IDH3A,OK
IDH3B,100052969,3420.0,IDH3B,OK
IDH3G,100057896,3421.0,IDH3G,OK
IDI1,100630801,3422.0,IDI1,OK
IDNK,100053331,414328.0,IDNK,OK
IDO1,106782641,3620.0,IDO1,OK
IDO2,100056686,169355.0,IDO2,OK
IDS,111771607,3423.0,IDS,OK
IDUA,100146682,3425.0,IDUA,OK
IER2,100063913,9592.0,IER2,OK
IER3,100055430,8870.0,IER3,OK
IER3IP1,102150767,51124.0,IER3IP1,OK
IER5,111773458,51278.0,IER5,OK
IER5L,100070029,389792.0,IER5L,OK
IFFO1,100146302,25900.0,IFFO1,OK
IFFO2,100071947,126917.0,IFFO2,OK
IFI27,100064838,,,NO_ORTHOLOG
IFI30,100070878,10437.0,IFI30,OK
IFI35,100052050,3430.0,IFI35,OK
IFI44,100053034,10561.0,IFI44,OK
IFI44L,100066063,10964.0,IFI44L,OK
IFI6,100070860,2537.0,IFI6,OK
IFIH1,100061257,64135.0,IFIH1,OK
IFIT3,100071605,3437.0,IFIT3,OK
IFIT5,102147645,24138.0,IFIT5,OK
IFITM10,111776028,402778.0,IFITM10,OK
IFITM5,100050873,387733.0,IFITM5,OK
IFN-ALPHA2,100052818,,,NO_ORTHOLOG
IFN-OMEGA1,100036553,,,NO_ORTHOLOG
IFN-OMEGA2,100052867,,,NO_ORTHOLOG
IFNA1,100053022,,,NO_ORTHOLOG
IFNAR1,100063402,3454.0,IFNAR1,OK
IFNAR2,100052489,3455.0,IFNAR2,OK
IFNB1,100052545,3456.0,IFNB1,OK
IFND1,100064731,,,NO_ORTHOLOG
IFND2,100064975,,,NO_ORTHOLOG
IFNE,100065067,338376.0,IFNE,OK
IFNG,100034181,3458.0,IFNG,OK
IFNGR1,100073195,3459.0,IFNGR1,OK
IFNGR2,100063333,3460.0,IFNGR2,OK
IFNK,100067055,56832.0,IFNK,OK
IFNLR1,100057607,163702.0,IFNLR1,OK
IFRD1,100055718,3475.0,IFRD1,OK
IFRD2,100061975,7866.0,IFRD2,OK
IFT122,100050891,55764.0,IFT122,OK
IFT140,100065433,9742.0,IFT140,OK
IFT172,100055101,26160.0,IFT172,OK
IFT20,100629220,90410.0,IFT20,OK
IFT22,100060333,64792.0,IFT22,OK
IFT25,100629783,51668.0,IFT25,OK
IFT27,100069514,11020.0,IFT27,OK
IFT43,100058450,112752.0,IFT43,OK
IFT46,100063051,56912.0,IFT46,OK
IFT52,100055842,51098.0,IFT52,OK
IFT56,100066581,79989.0,IFT56,OK
IFT57,100061752,55081.0,IFT57,OK
IFT70B,100146529,150737.0,IFT70B,OK
IFT74,100066944,80173.0,IFT74,OK
IFT80,100049959,57560.0,IFT80,OK
IFT81,100058420,28981.0,IFT81,OK
IFT88,100054328,8100.0,IFT88,OK
IFTAP,100052468,119710.0,IFTAP,OK
IGBP1,100056276,3476.0,IGBP1,OK
IGDCC3,100066368,9543.0,IGDCC3,OK
IGDCC4,100066342,57722.0,IGDCC4,OK
IGF1,100034198,3479.0,IGF1,OK
IGF1R,100055698,3480.0,IGF1R,OK
IGF2,100034182,3481.0,IGF2,OK
IGF2BP1,100055918,10642.0,IGF2BP1,OK
IGF2BP2,100059313,10644.0,IGF2BP2,OK
IGF2BP3,100067926,10643.0,IGF2BP3,OK
IGF2R,100058539,3482.0,IGF2R,OK
IGFALS,111767589,3483.0,IGFALS,OK
IGFBP1,100034154,3484.0,IGFBP1,OK
IGFBP2,100034061,3485.0,IGFBP2,OK
IGFBP3,100034155,3486.0,IGFBP3,OK
IGFBP4,100034062,3487.0,IGFBP4,OK
IGFBP5,100034063,3488.0,IGFBP5,OK
IGFBP6,100034156,3489.0,IGFBP6,OK
IGFBP7,100033844,3490.0,IGFBP7,OK
IGFBPL1,100630374,347252.0,IGFBPL1,OK
IGFLR1,100051393,79713.0,IGFLR1,OK
IGFN1,100063337,,,NO_ORTHOLOG
IGHMBP2,100060088,3508.0,IGHMBP2,OK
IGIP,100629973,492311.0,IGIP,OK
IGLON5,100066601,402665.0,IGLON5,OK
IGSF1,100058129,3547.0,IGSF1,OK
IGSF10,100056768,285313.0,IGSF10,OK
IGSF11,100071118,152404.0,IGSF11,OK
IGSF21,100068854,84966.0,IGSF21,OK
IGSF22,100071921,283284.0,IGSF22,OK
IGSF23,102150458,147710.0,IGSF23,OK
IGSF3,100059648,3321.0,IGSF3,OK
IGSF5,100059010,150084.0,IGSF5,OK
IGSF6,100068328,10261.0,IGSF6,OK
IGSF8,100058209,93185.0,IGSF8,OK
IGSF9,100057942,57549.0,IGSF9,OK
IGSF9B,100072847,22997.0,IGSF9B,OK
IHH,100033984,3549.0,IHH,OK
IHO1,100062976,339834.0,IHO1,OK
IKBIP,100052491,121457.0,IKBIP,OK
IKBKB,100050167,3551.0,IKBKB,OK
IKBKE,100055384,9641.0,IKBKE,OK
IKBKG,100058432,8517.0,IKBKG,OK
IKZF1,100052437,10320.0,IKZF1,OK
IKZF2,100050253,22807.0,IKZF2,OK
IKZF3,100068032,22806.0,IKZF3,OK
IKZF4,100051852,64375.0,IKZF4,OK
IKZF5,100058131,64376.0,IKZF5,OK
IL10,100034187,3586.0,IL10,OK
IL10RA,100071172,3587.0,IL10RA,OK
IL10RB,100052549,3588.0,IL10RB,OK
IL11,100056037,3589.0,IL11,OK
IL12A,100034215,3592.0,IL12A,OK
IL12B,100034222,3593.0,IL12B,OK
IL12RB1,100146965,3594.0,IL12RB1,OK
IL12RB2,100053757,3595.0,IL12RB2,OK
IL13,100034113,3596.0,IL13,OK
IL13RA1,100055312,3597.0,IL13RA1,OK
IL13RA2,100057673,3598.0,IL13RA2,OK
IL15,100034058,3600.0,IL15,OK
IL15RA,100070311,3601.0,IL15RA,OK
IL16,100067252,3603.0,IL16,OK
IL17A,100034142,3605.0,IL17A,OK
IL17B,100060593,27190.0,IL17B,OK
IL17C,100050766,27189.0,IL17C,OK
IL17F,100069094,112744.0,IL17F,OK
IL17RA,100055511,23765.0,IL17RA,OK
IL17RB,100059421,55540.0,IL17RB,OK
IL17RC,100058271,84818.0,IL17RC,OK
IL17RD,100058731,54756.0,IL17RD,OK
IL17RE,100052054,132014.0,IL17RE,OK
IL17REL,100054843,400935.0,IL17REL,OK
IL18,100034216,3606.0,IL18,OK
IL18BP,100066161,10068.0,IL18BP,OK
IL18R1,100058269,8809.0,IL18R1,OK
IL18RAP,100050212,8807.0,IL18RAP,OK
IL19,100055588,29949.0,IL19,OK
IL1A,100064969,3552.0,IL1A,OK
IL1F10,100052532,84639.0,IL1F10,OK
IL1R1,100009699,3554.0,IL1R1,OK
IL1R2,100033831,7850.0,IL1R2,OK
IL1RAP,100068726,3556.0,IL1RAP,OK
IL1RAPL1,100052404,11141.0,IL1RAPL1,OK
IL1RAPL2,100055002,26280.0,IL1RAPL2,OK
IL1RL1,100058357,9173.0,IL1RL1,OK
IL1RL2,100058487,8808.0,IL1RL2,OK
IL1RN,100034236,3557.0,IL1RN,OK
IL2,100034204,3558.0,IL2,OK
IL20,100055632,50604.0,IL20,OK
IL20RA,100073190,53832.0,IL20RA,OK
IL20RB,100066346,53833.0,IL20RB,OK
IL21,100063803,59067.0,IL21,OK
IL21R,100066814,50615.0,IL21R,OK
IL22,100058976,50616.0,IL22,OK
IL22RA1,100071510,58985.0,IL22RA1,OK
IL22RA2,100073194,116379.0,IL22RA2,OK
IL23A,100034230,51561.0,IL23A,OK
IL23R,100053807,149233.0,IL23R,OK
IL24,100055675,11009.0,IL24,OK
IL25,111768801,64806.0,IL25,OK
IL26,100629204,55801.0,IL26,OK
IL27,100066317,246778.0,IL27,OK
IL27RA,102150342,9466.0,IL27RA,OK
IL28B,100146825,,,NO_ORTHOLOG
IL2RA,100070292,3559.0,IL2RA,OK
IL2RB,100069676,3560.0,IL2RB,OK
IL2RG,100055911,3561.0,IL2RG,OK
IL31,102149194,386653.0,IL31,OK
IL31RA,100062017,133396.0,IL31RA,OK
IL32,100065894,9235.0,IL32,OK
IL33,100059908,90865.0,IL33,OK
IL34,100054703,146433.0,IL34,OK
IL36A,100065063,,,NO_ORTHOLOG
IL36B,100065096,27177.0,IL36B,OK
IL36G,100065031,56300.0,IL36G,OK
IL36RN,100065154,26525.0,IL36RN,OK
IL37,100052470,27178.0,IL37,OK
IL4,100034225,3565.0,IL4,OK
IL4I1,100147304,259307.0,IL4I1,OK
IL4R,791252,3566.0,IL4R,OK
IL5,100034199,3567.0,IL5,OK
IL5RA,100060212,3568.0,IL5RA,OK
IL6,100034196,3569.0,IL6,OK
IL6R,102148787,3570.0,IL6R,OK
IL6ST,100051700,3572.0,IL6ST,OK
IL7,100059131,3574.0,IL7,OK
IL7R,100034169,3575.0,IL7R,OK
IL9,100062710,3578.0,IL9,OK
IL9R,100066258,3581.0,IL9R,OK
ILDR1,100070692,286676.0,ILDR1,OK
ILDR2,100056516,387597.0,ILDR2,OK
ILF2,100056483,3608.0,ILF2,OK
ILF3,100057707,3609.0,ILF3,OK
ILK,100070066,3611.0,ILK,OK
ILKAP,100057657,80895.0,ILKAP,OK
ILRUN,100053157,64771.0,ILRUN,OK
ILT11A,100036551,,,NO_ORTHOLOG
ILT11B,100034238,,,NO_ORTHOLOG
ILVBL,100147631,10994.0,HACL2,OK
IMMP1L,100057660,196294.0,IMMP1L,OK
IMMP2L,100146231,83943.0,IMMP2L,OK
IMMT,100067027,10989.0,IMMT,OK
IMP3,102149534,55272.0,IMP3,OK
IMP4,100067830,92856.0,IMP4,OK
IMPA1,100050326,3612.0,IMPA1,OK
IMPA2,100058669,3613.0,IMPA2,OK
IMPACT,100063715,55364.0,IMPACT,OK
IMPDH1,100071737,3614.0,IMPDH1,OK
IMPDH2,100063255,3615.0,IMPDH2,OK
IMPG1,100068859,3617.0,IMPG1,OK
IMPG2,100061979,50939.0,IMPG2,OK
INA,100059769,9118.0,INA,OK
INAFM1,111775227,255783.0,INAFM1,OK
INAFM2,111768299,100505573.0,INAFM2,OK
INAVA,100063112,55765.0,INAVA,OK
INCA1,100072840,388324.0,INCA1,OK
INCENP,100059935,3619.0,INCENP,OK
INF2,100061064,64423.0,INF2,OK
ING1,100066404,3621.0,ING1,OK
ING2,100051208,3622.0,ING2,OK
ING3,100056220,54556.0,ING3,OK
ING4,100052330,51147.0,ING4,OK
ING5,100067850,84289.0,ING5,OK
INHA,100034077,3623.0,INHA,OK
INHBA,100034076,3624.0,INHBA,OK
INHBB,100067535,3625.0,INHBB,OK
INHBC,100053175,3626.0,INHBC,OK
INHBE,100050257,83729.0,INHBE,OK
INHCA,100146633,,,NO_ORTHOLOG
INIP,100629181,58493.0,INIP,OK
INKA1,100052858,389119.0,INKA1,OK
INKA2,100063508,55924.0,INKA2,OK
INO80,100057033,54617.0,INO80,OK
INO80B,100069140,83444.0,INO80B,OK
INO80C,100052780,125476.0,INO80C,OK
INO80D,100068450,54891.0,INO80D,OK
INO80E,100064084,283899.0,INO80E,OK
INPP1,100054603,3628.0,INPP1,OK
INPP4A,100051038,3631.0,INPP4A,OK
INPP4B,100062978,8821.0,INPP4B,OK
INPP5A,100051027,3632.0,INPP5A,OK
INPP5B,100054559,3633.0,INPP5B,OK
INPP5D,100064896,3635.0,INPP5D,OK
INPP5E,100068731,56623.0,INPP5E,OK
INPP5F,100065762,22876.0,INPP5F,OK
INPP5J,100058547,27124.0,INPP5J,OK
INPP5K,100072370,51763.0,INPP5K,OK
INPPL1,100066037,3636.0,INPPL1,OK
INS,111776000,3630.0,INS,OK
INSC,100056304,387755.0,INSC,OK
